排名,公司名称(中文),营业收入(百万美元),利润(百万美元),国家,关键数据
347,瑞银集团（UBS GROUP),"42,950","7,630",瑞士,+
348,江苏沙钢集团有限公司（JIANGSU SHAGANG GROUP),"42,784.2",557.5,中国,+
349,美洲电信（AMÉRICA MÓVIL),"42,724.3","3,787.8",墨西哥,+
350,日本瑞穗金融集团（MIZUHO FINANCIAL GROUP),"42,692.9","4,104.2",日本,+
351,上海建工集团股份有限公司（SHANGHAI CONSTRUCTION GROUP),"42,522.2",201.5,中国,+
352,甲骨文公司（ORACLE),"42,440","6,717",美国,+
353,Rajesh Exports公司（RAJESH EXPORTS),"42,305.6",178.4,印度,+
354,德意志银行（DEUTSCHE BANK),"42,284.9","5,700.5",德国,+
355,西班牙电话公司（TELEFÓNICA),"42,063","2,115.1",西班牙,+
356,中国中煤能源集团有限公司（CHINA NATIONAL COAL GROUP),"41,996.9","1,877.3",中国,+
357,日本KDDI电信公司（KDDI),"41,902.3","5,005.1",日本,+
358,苏黎世保险集团（ZURICH INSURANCE GROUP),"41,750","4,603",瑞士,+
359,山西焦煤集团有限责任公司（SHANXI COKING COAL GROUP),"41,662.1",355.3,中国,+
360,小米集团（XIAOMI),"41,631.3",367.8,中国,+
361,纽柯（NUCOR),"41,512.5","7,607.3",美国,+
362,德国大陆集团（CONTINENTAL),"41,448.7",70,德国,+
363,新希望控股集团有限公司（NEW HOPE HOLDING GROUP),"41,426.2",7.8,中国,+
364,德迅集团（KUEHNE + NAGEL INTERNATIONAL),"41,278.4","2,770.2",瑞士,+
365,Enbridge公司（ENBRIDGE),"40,964.4","2,307.6",加拿大,+
366,美国教师退休基金会（TIAA),"40,910.6",493.7,美国,+
367,莱茵集团（RWE),"40,351.8","2,857.6",德国,+
368,中国电子信息产业集团有限公司（CHINA ELECTRONICS),"40,326.3",-501.1,中国,+
369,万通互惠理财公司（MASSACHUSETTS MUTUAL LIFE INSURANCE),"40,281","1,484.5",美国,+
370,欧莱雅（L'ORÉAL),"40,240.9","6,002",法国,+
371,LG化学公司（LG CHEM),"40,240.5","1,429.5",韩国,+
372,现代摩比斯公司（HYUNDAI MOBIS),"40,210.2","1,925.2",韩国,+
373,紫金矿业集团股份有限公司（ZIJIN MINING GROUP),"40,187.1","2,979.4",中国,+
374,韩国天然气公司（KOREA GAS),"40,069.2","1,156.7",韩国,+
375,日本明治安田生命保险公司（MEIJI YASUDA LIFE INSURANCE),"40,017.8",634.3,日本,+
376,新加坡奥兰集团（OLAM GROUP),"39,835.5",456.5,新加坡,+
377,顺丰控股股份有限公司（S.F. HOLDING),"39,765.1",917.8,中国,+
378,台湾中油股份有限公司（CPC),"39,427.2","-6,299.2",中国,+
379,通用动力（GENERAL DYNAMICS),"39,407","3,390",美国,+
380,广州市建筑集团有限公司（GUANGZHOU MUNICIPAL CONSTRUCTION GROUP),"39,257.7",149.5,中国,+
381,中国核工业集团有限公司（CHINA NATIONAL NUCLEAR),"39,053.6","1,281.4",中国,+
382,日本钢铁工程控股公司（JFE HOLDINGS),"38,925.2","1,201.4",日本,+
383,意大利联合圣保罗银行（INTESA SANPAOLO),"38,836.2","4,579.4",意大利,+
384,MS&AD保险集团控股有限公司（MS&AD INSURANCE GROUP HOLDINGS),"38,795.7","1,193.4",日本,+
385,中国太平保险集团有限责任公司（CHINA TAIPING INSURANCE GROUP),"38,705.6",116.1,中国,+
386,第一资本金融公司（CAPITAL ONE FINANCIAL),"38,373","7,360",美国,+
387,HF Sinclair公司（HF SINCLAIR),"38,204.8","2,922.7",美国,+
388,菲尼克斯医药公司（PHOENIX PHARMA),"38,044.5",252,德国,+
389,蜀道投资集团有限责任公司（SHUDAO INVESTMENT GROUP),"38,019.4",645.8,中国,+
390,森宝利公司（J. SAINSBURY),"37,909.8",249.2,英国,+
391,深圳市投资控股有限公司（SHENZHEN INVESTMENT HOLDINGS),"37,887.8",906.5,中国,+
392,Nutrien公司（NUTRIEN),"37,884","7,660",加拿大,+
393,Dollar General公司（DOLLAR GENERAL),"37,844.9","2,416",美国,+
394,麦格纳国际（MAGNA INTERNATIONAL),"37,840",592,加拿大,+
395,怡和集团（JARDINE MATHESON),"37,724",354,中国,+
396,中国大唐集团有限公司（CHINA DATANG),"37,606.1",181.7,中国,+
397,哥伦比亚国家石油公司（ECOPETROL),"37,547","7,434.7",哥伦比亚,+
398,X5零售集团（X5 RETAIL GROUP),"37,493.5",650.5,荷兰,+
399,加拿大鲍尔集团（POWER CORP. OF CANADA),"37,418.8","1,510",加拿大,+
400,中国航天科工集团有限公司（CHINA AEROSPACE SCIENCE & INDUSTRY),"37,371.3","2,166.8",中国,+
401,荷兰GasTerra能源公司（GASTERRA),"37,338.1",37.9,荷兰,+
402,龙湖集团控股有限公司（LONGFOR GROUP HOLDINGS),"37,249","3,621.7",中国,+
403,法国邮政（LA POSTE),"37,223.8","1,265.3",法国,+
404,艾睿电子（ARROW ELECTRONICS),"37,124.4","1,426.9",美国,+
405,西方石油公司（OCCIDENTAL PETROLEUM),"37,095","13,304",美国,+
406,巴西联邦储蓄银行（CAIXA ECONÔMICA FEDERAL),"37,066.4","1,893.7",巴西,+
407,三菱电机股份有限公司（MITSUBISHI ELECTRIC),"36,966.7","1,580.3",日本,+
408,西北互助人寿保险公司（NORTHWESTERN MUTUAL),"36,920.5",911.9,美国,+
409,Travelers公司（TRAVELERS),"36,884","2,842",美国,+
410,首钢集团有限公司（SHOUGANG GROUP),"36,852.7",188.8,中国,+
411,杭州钢铁集团有限公司（HANGZHOU IRON AND STEEL GROUP),"36,818.2",245.8,中国,+
412,新疆中泰（集团）有限责任公司（XINJIANG ZHONGTAI GROUP),"36,762",112.4,中国,+
413,美国诺斯洛普格拉曼公司（NORTHROP GRUMMAN),"36,602","4,896",美国,+
414,广州工业投资控股集团有限公司（GUANGZHOU INDUSTRIAL INVESTMENT HOLDINGS),"36,588.5",233.9,中国,+
415,加拿大丰业银行（BANK OF NOVA SCOTIA),"36,390","7,700.6",加拿大,+
416,赫伯罗特公司（HAPAG-LLOYD),"36,330.6","17,911.6",德国,+
417,联合服务汽车协会（UNITED SERVICES AUTOMOBILE ASSN.),"36,297.2","-1,295.6",美国,+
418,大和房建（DAIWA HOUSE INDUSTRY),"36,261.2","2,278.4",日本,+
419,海尔智家股份有限公司（HAIER SMART HOME),"36,200.7","2,186.9",中国,+
420,仁宝电脑（COMPAL ELECTRONICS),"36,039.7",244.7,中国,+
421,施耐德电气（SCHNEIDER ELECTRIC),"35,944.9","3,657",法国,+
422,Finatis公司（FINATIS),"35,851.3",-154.6,法国,+
423,ELO集团（ELO GROUP),"35,798.7",34.7,法国,+
424,西班牙能源集团（NATURGY ENERGY GROUP),"35,723","1,734.4",西班牙,+
425,霍尼韦尔国际公司（HONEYWELL INTERNATIONAL),"35,466","4,966",美国,+
426,广州医药集团有限公司（GUANGZHOU PHARMACEUTICAL HOLDINGS),"35,383",311.4,中国,+
427,广东省广新控股集团有限公司（GUANGDONG GUANGXIN HOLDINGS GROUP),"35,368.3",355.6,中国,+
428,西班牙ACS集团（ACS),"35,355.1",702.8,西班牙,+
429,Vibra Energia公司（VIBRA ENERGIA),"35,154.6",297.8,巴西,+
430,英美资源集团（ANGLO AMERICAN),"35,118","4,514",英国,+
431,泰康保险集团股份有限公司（TAIKANG INSURANCE GROUP),"34,836.9","1,614.9",中国,+
432,陕西建工控股集团有限公司（SHAANXI CONSTRUCTION ENGINEERING HOLDING),"34,735.3",391,中国,+
433,蒙特利尔银行（BANK OF MONTREAL),"34,730.4","10,512.6",加拿大,+
434,中国中车集团有限公司（CRRC GROUP),"34,696.9",902.4,中国,+
435,Coop集团（COOP GROUP),"34,684",588.8,瑞士,+
436,铜陵有色金属集团控股有限公司（TONGLING NONFERROUS METALS GROUP),"34,589.9",5,中国,+
437,SK海力士公司（SK HYNIX),"34,567","1,727.2",韩国,+
438,上海医药集团股份有限公司（SHANGHAI PHARMACEUTICALS HOLDING),"34,486.3",835,中国,+
439,汉莎集团（LUFTHANSA GROUP),"34,466.1",831.9,德国,+
440,山东高速集团有限公司（SHANDONG HI-SPEED GROUP),"34,454.8",444.8,中国,+
441,铃木汽车（SUZUKI MOTOR),"34,291.9","1,633.5",日本,+
442,三菱化学集团（MITSUBISHI CHEMICAL GROUP),"34,239.4",709.7,日本,+
443,3M公司（3M),"34,229","5,777",美国,+
444,Inditex公司（INDITEX),"34,118.8","4,326.5",西班牙,+
445,英美烟草集团（BRITISH AMERICAN TOBACCO),"34,096.1","8,218.6",英国,+
446,US Foods Holding公司（US FOODS HOLDING),"34,057",265,美国,+
447,损保控股有限公司（SOMPO HOLDINGS),"34,036.9",673.4,日本,+
448,Magnit公司（MAGNIT),"33,849.1",402,俄罗斯,+
449,华纳兄弟探索公司（WARNER BROS. DISCOVERY),"33,817","-7,371",美国,+
450,莱纳公司（LENNAR),"33,671","4,614.1",美国,+
451,上海德龙钢铁集团有限公司（SHANGHAI DELONG STEEL GROUP),"33,534",253.4,中国,+
452,意大利邮政集团（POSTE ITALIANE),"33,528","1,583.9",意大利,+
453,长江和记实业有限公司（CK HUTCHISON HOLDINGS),"33,523.4","4,684.4",中国,+
454,Fomento Económico Mexicano公司（FOMENTO ECONÓMICO MEXICANO),"33,481.5","1,189.1",墨西哥,+
455,D.R. Horton公司（D.R. HORTON),"33,480","5,857.5",美国,+
456,捷普公司（JABIL),"33,478",996,美国,+
457,三星C&T公司（SAMSUNG C&T),"33,436","1,583.5",韩国,+
458,Cheniere Energy公司（CHENIERE ENERGY),"33,428","1,428",美国,+
459,CRH公司（CRH),"33,368","3,847",爱尔兰,+
460,林德集团（LINDE),"33,364","4,147",英国,+
461,DSV公司（DSV),"33,320.8","2,483.9",丹麦,+
462,博通公司（BROADCOM),"33,203","11,495",美国,+
463,纬创集团（WISTRON),"33,063.6",374.8,中国,+
464,安徽海螺集团有限责任公司（ANHUI CONCH GROUP),"32,990.9",870.5,中国,+
465,北京建龙重工集团有限公司（BEIJING JIANLONG HEAVY INDUSTRY GROUP),"32,878.3",229.1,中国,+
466,湖南钢铁集团有限公司（HUNAN IRON & STEEL GROUP),"32,722.7","1,175.6",中国,+
467,美团（MEITUAN),"32,698.5",-994,中国,+
468,潞安化工集团有限公司（LU’AN CHEMICAL GROUP),"32,596.2",87.6,中国,+
469,康帕斯集团（COMPASS GROUP),"32,563.9","1,420.7",英国,+
470,爱信（AISIN),"32,527.5",278.3,日本,+
471,Canadian Natural Resources公司（CANADIAN NATURAL RESOURCES),"32,503.2","8,404.3",加拿大,+
472,SAP公司（SAP),"32,468.8","2,402.2",德国,+
473,星巴克公司（STARBUCKS),"32,250.3","3,281.6",美国,+
474,麦德龙（METRO),"32,185.8",-361.3,德国,+
475,Molina Healthcare公司（MOLINA HEALTHCARE),"31,974",792,美国,+
476,通威集团有限公司（TONGWEI GROUP),"31,944.4","1,637.1",中国,+
477,Uber Technologies公司（UBER TECHNOLOGIES),"31,877","-9,141",美国,+
478,新华人寿保险股份有限公司（NEW CHINA LIFE INSURANCE),"31,860.6","1,460.1",中国,+
479,立讯精密工业股份有限公司（LUXSHARE PRECISION INDUSTRY),"31,817.4","1,362.2",中国,+
480,菲利普－莫里斯国际公司（PHILIP MORRIS INTERNATIONAL),"31,762","9,048",美国,+
481,CJ集团（CJ CORP.),"31,703.2",156.5,韩国,+
482,美敦力公司（MEDTRONIC),"31,686","5,039",爱尔兰,+
483,中国航空油料集团有限公司（CHINA NATIONAL AVIATION FUEL GROUP),"31,649.7",410.5,中国,+
484,Netflix公司（NETFLIX),"31,615.6","4,491.9",美国,+
485,Migros集团（MIGROS GROUP),"31,576.4",491.4,瑞士,+
486,NRG Energy公司（NRG ENERGY),"31,543","1,221",美国,+
487,亿滋国际（MONDELEZ INTERNATIONAL),"31,496","2,717",美国,+
488,法国液化空气集团（AIR LIQUIDE),"31,483.3","2,901.6",法国,+
489,丹纳赫公司（DANAHER),"31,471","7,209",美国,+
490,西门子能源（SIEMENS ENERGY),"31,367",-437,德国,+
491,赛富时（SALESFORCE),"31,352",208,美国,+
492,派拉蒙环球公司（PARAMOUNT GLOBAL),"31,331","1,104",美国,+
493,成都兴城投资集团有限公司（CHENGDU XINGCHENG INVESTMENT GROUP),"31,304.1",186,中国,+
494,普利司通（BRIDGESTONE),"31,297.9","2,287.3",日本,+
495,广西投资集团有限公司（GUANGXI INVESTMENT GROUP),"31,263.2",84,中国,+
496,三星人寿保险（SAMSUNG LIFE INSURANCE),"31,243.2","1,226.6",韩国,+
497,住友生命保险公司（SUMITOMO LIFE INSURANCE),"31,217.5","1,032.7",日本,+
498,CarMax公司（CARMAX),"31,126.4",484.8,美国,+
499,日本三菱重工业股份有限公司（MITSUBISHI HEAVY INDUSTRIES),"31,049.7",963.8,日本,+
500,新疆广汇实业投资（集团）有限责任公司（XINJIANG GUANGHUI INDUSTRY INVESTMENT),"30,922.3",159.1,中国,+
